n t
1945 5663
12673 237416
11543 198307
10591 167641
2495 9963
5382 43563
9668 144376
9679 142006
14809 327235
6582 65789
14880 329981
16208 398114
15162 338415
10765 172143
6080 55019
1634 3938
1389 2921
10119 156385
17067 435626
10238 162606
8507 108575
4318 27613
10636 172217
18327 505181
11974 229484
12802 278599
9412 143547
7785 95608
3799 22135
17290 452736
4439 29950
13105 270205
11960 221904
6807 70521
5834 51176
10820 199143
13025 256451
19976 604765
11032 179497
10610 167201
7324 79887
6706 67138
8124 107792
1778 7755
1452 3919
18290 505054
3939 25936
16351 398912
4151 26488
17220 448486
564 492
9311 128141
16129 392027
9255 133097
17239 458980
15319 363943
16006 445318
2714 11133
18230 496214
7351 84816
3907 22976
1932 5743
9600 136247
2055 6425
12556 239275
5652 46709
1840 5127
17629 457453
9356 129338
3456 17443
7060 74391
15945 375112
8642 137093
13573 270216
816 1022
7201 80396
17246 448557
15756 367860
10973 178980
14392 315092
6571 64501
17843 472752
19922 654344
14805 342137
7142 76933
2129 6790
7742 90176
19116 549404
2338 8228
13037 266557
18931 539112
7478 81961
17125 452165
12594 236814
401 243
11634 199935
8091 97768
1140 1876
8254 100113
6806 68561
18867 532495
5441 46406
4171 25698
1346 2828
19188 549392
11226 187263
15684 365379
18318 509695
3204 23671
8490 109340
2231 8918
8363 109433
437 306
12951 256400
8131 100464
11145 183752
6754 69547
10486 164317
9370 127441
1431 2979
18239 496854
5760 51367
1949 5740
18072 488972
17358 459838
9819 144553
6856 73349
16253 394376
5141 39773
7901 100030
15719 370412
282 127
3259 16448
4677 33522
16696 446462
3264 17283
1877 5366
1063 1730
18525 525485
3552 20277
12903 249338
4117 25252
6833 69934
8612 114605
14582 323573
7646 90817
9749 152937
16526 428445
2337 8131
8373 106572
5245 40371
2906 12866
14476 324881
1401 2875
2235 7470
591 560
2895 12349
1815 4914
17395 461448
11078 184316
10783 177565
4581 31084
9058 122800
2662 10586
10418 160733
13219 270135
4958 36452
12357 231398
7745 88530
15337 354140
11450 192875
19865 589651
1655 4023
13366 272997
14346 311866
4285 26993
14114 297012
7649 86655
9268 129768
3899 22439
15113 348368
15688 368256
11494 194508
5919 52855
7985 95589
1339 2739
3965 23372
1659 4018
18503 520284
182 60
9711 140708
4036 24247
6475 62472
9100 124338
4184 25850
16928 425505
18526 515608
9314 136743
5864 51633
3780 20821
2255 7599
10330 174742
16069 392633
1419 2985
17535 451539
2790 11641
14239 301410
8196 98562
16636 412848
4953 35633
16920 431449
11796 207041
1714 4318
10075 150826
6613 64762
17695 490069
19929 597294
13225 266083
4581 31365
7539 83011
9589 140539
9427 131367
2593 9866
8899 120611
5113 39658
5139 41167
18759 556110
2033 6251
1385 2864
2637 11384
711 755
9996 155407
1935 5786
12058 223886
18934 747653
1800 4954
329 163
12843 248157
14923 367523
2162 6981
17579 453578
5123 38479
14492 309022
15875 378211
9729 142200
8489 108402
19214 547120
11113 201729
9149 127360
5803 50020
7478 83534
13857 285795
1377 2831
19008 546876
16383 406747
16283 404485
17283 447058
16118 387765
14130 314699
2842 15333
5367 47538
